ACCTID,ACCTTYPE,ACCTNAME,FIRSTNAME,SURNAME,DOB,ACCTCREATED,ACCTRISK,ADDRESS,ADDRESS_LAT,ADDRESS_LON,CATEGORY
800566,BUSINESS,Dawson Distillery,Angel,Dawson,1991-08-13T00:00:00,2015-09-15T00:00:00,LOW,BRISBANE,-27.4373787,152.9887862,Distillery
800567,BUSINESS,Phillips Physiotherapy,Nancy,Phillips,1989-09-17T00:00:00,2019-08-24T00:00:00,HIGH,BRISBANE,-27.51747375283424,153.00539156526438,Physiotherapy
800568,CREDIT,Pearson Florist,Tyler,Pearson,1958-08-23T00:00:00,2019-08-19T00:00:00,LOW,BRISBANE,-27.51622515,152.9944861778623,Florist
800569,CREDIT,Alexander Butcher,Dawn,Alexander,1983-01-26T00:00:00,2019-03-19T00:00:00,LOW,BRISBANE,-27.5081198,153.0263917,Butcher
800570,BUSINESS,Ross Electrical,Kaitlin,Ross,1961-11-14T00:00:00,2016-07-10T00:00:00,HIGH,BRISBANE,-27.4909784007187,152.9597658016765,Electrical
800571,CREDIT,Brewer Wholesale,Thomas,Brewer,1978-04-10T00:00:00,2017-08-08T00:00:00,MEDIUM,BRISBANE,-27.4831233,153.0842923,Wholesale
800572,CREDIT,Scott Gardening,Joshua,Scott,1971-11-09T00:00:00,2017-08-01T00:00:00,LOW,BRISBANE,-27.471466118123534,153.0220977787373,Gardening
800573,CREDIT,Hardin Crash Repairs,Daniel,Hardin,1972-07-31T00:00:00,2015-01-02T00:00:00,HIGH,BRISBANE,-27.51414395,153.00847378385458,Crash Repairs
800574,CREDIT,King Computers,William,King,1973-12-18T00:00:00,2015-07-23T00:00:00,LOW,BRISBANE,-27.40208545,152.96341189831892,Computers
800575,BUSINESS,Lane Services,Travis,Lane,1990-04-18T00:00:00,2015-01-21T00:00:00,LOW,BRISBANE,-27.527963,152.9651015,Services
800576,CREDIT,Bush Computers,Dennis,Bush,1982-04-17T00:00:00,2018-07-26T00:00:00,MEDIUM,BRISBANE,-27.5019978,153.0801841,Computers
800577,BUSINESS,Keith Lawyers,Karen,Keith,1992-07-27T00:00:00,2018-07-31T00:00:00,LOW,BRISBANE,-27.40591645,153.04659532609648,Lawyers
800578,BUSINESS,Howell Apparel,Jeffrey,Howell,1971-08-27T00:00:00,2017-02-08T00:00:00,LOW,BRISBANE,-27.4265406,153.086784,Apparel
800579,BUSINESS,Booth Therapeutics,Tyler,Booth,1973-05-14T00:00:00,2018-08-11T00:00:00,LOW,BRISBANE,-27.43345885,153.04372200062082,Therapeutics
800580,CREDIT,Smith Gardening,Jasmine,Smith,1961-10-19T00:00:00,2018-08-13T00:00:00,LOW,BRISBANE,-27.502189,153.0407475,Gardening
800581,BUSINESS,Jones Distillery,Michael,Jones,1986-03-24T00:00:00,2017-02-01T00:00:00,MEDIUM,BRISBANE,-27.43041680805172,152.9769159867013,Distillery
800582,BUSINESS,Moore Podiatry,James,Moore,1958-08-07T00:00:00,2015-10-25T00:00:00,LOW,BRISBANE,-27.4554376,153.0613193,Podiatry
800583,BUSINESS,Lamb Fitness,Joshua,Lamb,1965-09-06T00:00:00,2016-08-25T00:00:00,LOW,BRISBANE,-27.4003766,152.9871147,Fitness
800584,BUSINESS,Meza Consulting,Joshua,Meza,1961-12-07T00:00:00,2016-04-13T00:00:00,LOW,BRISBANE,-27.398981145960793,152.9764154412392,Consulting
800585,BUSINESS,Murillo Florist,Brian,Murillo,1975-12-13T00:00:00,2018-05-24T00:00:00,LOW,BRISBANE,-27.41260934198729,153.08098110612258,Florist
800586,BUSINESS,Johnson Childcare,Steven,Johnson,1965-06-04T00:00:00,2015-06-01T00:00:00,LOW,BRISBANE,-27.5398753,153.0875729,Childcare
800587,CREDIT,Shaw Physiotherapy,Joshua,Shaw,1984-07-01T00:00:00,2018-03-11T00:00:00,LOW,BRISBANE,-27.5414029,152.9961194,Physiotherapy
800588,BUSINESS,Serrano Services,Patrick,Serrano,1979-11-10T00:00:00,2017-12-12T00:00:00,LOW,BRISBANE,-27.4054287,152.969755,Services
800589,CREDIT,Bennett Builders,Mark,Bennett,1979-11-07T00:00:00,2015-04-24T00:00:00,LOW,BRISBANE,-27.5084926,153.03018587351255,Builders
800590,BUSINESS,Carrillo Computers,Dale,Carrillo,1978-01-27T00:00:00,2019-04-11T00:00:00,LOW,BRISBANE,-27.4064009,153.0136768,Computers
800591,CREDIT,Ramirez Podiatry,Sara,Ramirez,1957-05-07T00:00:00,2017-01-29T00:00:00,MEDIUM,BRISBANE,-27.5333878,152.9975766,Podiatry
800592,BUSINESS,Knapp Finance,Joseph,Knapp,1976-04-30T00:00:00,2018-07-22T00:00:00,MEDIUM,BRISBANE,-27.53533781399852,152.95504241415964,Finance
800593,CREDIT,Garcia Therapeutics,Curtis,Garcia,1959-03-05T00:00:00,2019-10-02T00:00:00,LOW,BRISBANE,-27.3982897,153.0305749,Therapeutics
800594,BUSINESS,Garrett Consulting,Amanda,Garrett,1962-02-28T00:00:00,2020-02-08T00:00:00,LOW,BRISBANE,-27.44769905,153.02678808876544,Consulting
800595,CREDIT,Sherman Crash Repairs,Tyler,Sherman,1976-03-08T00:00:00,2015-04-13T00:00:00,LOW,BRISBANE,-27.526259,153.0637819,Crash Repairs
800596,BUSINESS,Jackson Wholesale,Amber,Jackson,1961-03-12T00:00:00,2015-06-19T00:00:00,LOW,BRISBANE,-27.5223495,153.0769151,Wholesale
800597,CREDIT,King Cleaning,Brian,King,1991-09-22T00:00:00,2017-11-27T00:00:00,LOW,BRISBANE,-27.4000671,153.0430618,Cleaning
800598,CREDIT,Warner Trading,Jason,Warner,1960-12-19T00:00:00,2017-10-16T00:00:00,LOW,BRISBANE,-27.5414165,153.0223766,Trading
800599,BUSINESS,Austin Accounting,Jose,Austin,1972-12-06T00:00:00,2017-10-02T00:00:00,LOW,BRISBANE,-27.4636685,153.0940618,Accounting
500159,BUSINESS,"Small, Austin",Austin,Small,1970-12-26T00:00:00,2018-08-18T00:00:00,LOW,BRISBANE,-27.481933849999997,153.05330100908014,CUSTOMER
500160,MAXI-SAVER,"Hebert, David",David,Hebert,1981-10-24T00:00:00,2015-02-02T00:00:00,LOW,BRISBANE,-27.5017046,152.9653033,CUSTOMER
500161,SAVINGS,"Hester, Sabrina",Sabrina,Hester,1992-01-17T00:00:00,2017-01-14T00:00:00,LOW,BRISBANE,-27.4768578,153.0997248,CUSTOMER
500162,SAVINGS,"Thompson, Larry",Larry,Thompson,1972-09-21T00:00:00,2015-12-17T00:00:00,LOW,BRISBANE,-27.4968953,153.04296190772936,CUSTOMER
500163,SAVINGS,"White, Yolanda",Yolanda,White,1969-11-03T00:00:00,2018-04-21T00:00:00,LOW,BRISBANE,-27.4202586,153.0608012,CUSTOMER
500164,SAVINGS,"Simmons, Ashley",Ashley,Simmons,1965-03-09T00:00:00,2015-03-30T00:00:00,LOW,BRISBANE,-27.41162895,153.0001560460658,CUSTOMER
500165,MAXI-SAVER,"Tate, Nicole",Nicole,Tate,1992-05-11T00:00:00,2019-10-08T00:00:00,MEDIUM,BRISBANE,-27.433947250000003,152.99602553177226,CUSTOMER
500166,BUSINESS,"Cohen, Mary",Mary,Cohen,1989-11-20T00:00:00,2017-08-17T00:00:00,LOW,BRISBANE,-27.5263292,153.0147014,CUSTOMER
500167,SAVINGS,"Freeman, Jessica",Jessica,Freeman,1968-01-11T00:00:00,2017-11-09T00:00:00,LOW,BRISBANE,-27.4198837,153.0203738,CUSTOMER
500168,CREDIT,"Doyle, Amanda",Amanda,Doyle,1977-10-27T00:00:00,2016-09-12T00:00:00,LOW,BRISBANE,-27.5083854,153.0227019,CUSTOMER
500169,SAVINGS,"Chavez, Sandra",Sandra,Chavez,1988-07-03T00:00:00,2015-06-16T00:00:00,LOW,BRISBANE,-27.452244724733816,153.09115349978998,CUSTOMER
500170,SAVINGS,"Alvarez, Lisa",Lisa,Alvarez,1986-06-05T00:00:00,2016-12-01T00:00:00,LOW,BRISBANE,-27.40956445,152.99330433528567,CUSTOMER
500171,CREDIT,"Young, Kristin",Kristin,Young,1973-09-27T00:00:00,2019-10-29T00:00:00,HIGH,BRISBANE,-27.5042476,153.0530614,CUSTOMER
500172,CREDIT,"Smith, Peter",Peter,Smith,1961-02-28T00:00:00,2016-07-07T00:00:00,LOW,BRISBANE,-27.4062268,153.0660045,CUSTOMER
500173,SAVINGS,"Martinez, Pamela",Pamela,Martinez,1972-03-05T00:00:00,2018-02-05T00:00:00,LOW,BRISBANE,-27.5239721,152.9809561,CUSTOMER
500174,CREDIT,"Gallagher, Michael",Michael,Gallagher,1959-02-25T00:00:00,2019-12-23T00:00:00,LOW,BRISBANE,-27.47464635,152.9919630334298,CUSTOMER
500175,SAVINGS,"Butler, Michelle",Michelle,Butler,1980-08-26T00:00:00,2016-07-02T00:00:00,LOW,BRISBANE,-27.484512280061466,152.96728754256944,CUSTOMER
500176,MAXI-SAVER,"Chen, Justin",Justin,Chen,1974-04-28T00:00:00,2018-08-31T00:00:00,LOW,BRISBANE,-27.4421228,152.9856975,CUSTOMER
500177,SAVINGS,"Jackson, Daniel",Daniel,Jackson,1982-09-08T00:00:00,2018-10-26T00:00:00,LOW,BRISBANE,-27.42898553678832,152.97476197282685,CUSTOMER
500178,SAVINGS,"Dunn, Amy",Amy,Dunn,1972-12-31T00:00:00,2020-02-07T00:00:00,HIGH,BRISBANE,-27.4290831,152.9601283,CUSTOMER
500179,SAVINGS,"Murphy, Bryce",Bryce,Murphy,1963-04-25T00:00:00,2019-09-29T00:00:00,LOW,BRISBANE,-27.4898295,153.0837885,CUSTOMER
500180,SAVINGS,"Johnson, Eduardo",Eduardo,Johnson,1985-11-14T00:00:00,2017-07-19T00:00:00,LOW,BRISBANE,-27.4198647,153.0729275,CUSTOMER
500181,BUSINESS,"Li, Lindsey",Lindsey,Li,1970-01-24T00:00:00,2016-12-26T00:00:00,LOW,BRISBANE,-27.455220349999998,153.0520457228604,CUSTOMER
500182,SAVINGS,"Medina, Michael",Michael,Medina,1983-09-05T00:00:00,2018-10-19T00:00:00,LOW,BRISBANE,-27.4248323,152.9519766,CUSTOMER
500183,SAVINGS,"Smith, James",James,Smith,1982-04-06T00:00:00,2018-01-31T00:00:00,LOW,BRISBANE,-27.41162895,153.0001560460658,CUSTOMER
500184,SAVINGS,"Donaldson, Laura",Laura,Donaldson,1967-10-16T00:00:00,2018-06-09T00:00:00,LOW,BRISBANE,-27.5045289,153.065714,CUSTOMER
500185,SAVINGS,"Lopez, Jason",Jason,Lopez,1990-05-29T00:00:00,2016-01-25T00:00:00,LOW,BRISBANE,-27.4442927,152.9715067,CUSTOMER
500186,BUSINESS,"Humphrey, Sydney",Sydney,Humphrey,1975-06-03T00:00:00,2015-07-11T00:00:00,LOW,BRISBANE,-27.533324,153.0846131,CUSTOMER
500187,BUSINESS,"Wyatt, Chad",Chad,Wyatt,1975-08-17T00:00:00,2019-12-05T00:00:00,LOW,BRISBANE,-27.5034863,153.0595493,CUSTOMER
500188,SAVINGS,"Johnson, Melissa",Melissa,Johnson,1984-07-03T00:00:00,2019-11-13T00:00:00,LOW,BRISBANE,-27.4340957,152.9605146,CUSTOMER
500189,BUSINESS,"Edwards, Amanda",Amanda,Edwards,1972-07-26T00:00:00,2018-01-31T00:00:00,LOW,BRISBANE,-27.5351781,152.96836614676369,CUSTOMER
500190,CREDIT,"Edwards, Michael",Michael,Edwards,1958-08-01T00:00:00,2016-03-18T00:00:00,LOW,BRISBANE,-27.4409945,153.0011997,CUSTOMER
500191,MAXI-SAVER,"Wilson, April",April,Wilson,1964-04-17T00:00:00,2014-12-19T00:00:00,LOW,BRISBANE,-27.5064706,153.0050586,CUSTOMER
500192,SAVINGS,"Zuniga, Ian",Ian,Zuniga,1966-02-18T00:00:00,2018-10-21T00:00:00,LOW,BRISBANE,-27.47602545,153.03017420411933,CUSTOMER
500193,SAVINGS,"Meyer, Ryan",Ryan,Meyer,1982-06-26T00:00:00,2019-05-06T00:00:00,LOW,BRISBANE,-27.4800512,152.9731182,CUSTOMER
500194,CREDIT,"Wilson, Michael",Michael,Wilson,1961-11-04T00:00:00,2018-01-21T00:00:00,LOW,BRISBANE,-27.53460285,153.06511937342233,CUSTOMER
500195,SAVINGS,"Dean, Kristen",Kristen,Dean,1979-09-12T00:00:00,2018-11-18T00:00:00,LOW,BRISBANE,-27.45753855,153.08165904047047,CUSTOMER
500196,SAVINGS,"Briggs, Lisa",Lisa,Briggs,1990-02-26T00:00:00,2015-01-15T00:00:00,LOW,BRISBANE,-27.4144776,152.9611879,CUSTOMER
500197,MAXI-SAVER,"Bryant, Natasha",Natasha,Bryant,1992-02-24T00:00:00,2015-12-18T00:00:00,MEDIUM,BRISBANE,-27.50223360659472,153.01564928498897,CUSTOMER
500000,MAXI-SAVER,"Gutierrez, Jenna",Jenna,Gutierrez,1963-10-18T00:00:00,2015-03-28T00:00:00,LOW,BRISBANE,-27.5017612,153.0384649,CUSTOMER
500001,CREDIT,"Bentley, Todd",Todd,Bentley,1982-03-23T00:00:00,2019-09-28T00:00:00,LOW,BRISBANE,-27.47350715,152.99849227195006,CUSTOMER
500002,CREDIT,"Hawkins, Angela",Angela,Hawkins,1989-02-17T00:00:00,2019-07-15T00:00:00,LOW,BRISBANE,-27.4208524,152.960902,CUSTOMER
500003,SAVINGS,"Burgess, Shelley",Shelley,Burgess,1992-01-22T00:00:00,2015-12-08T00:00:00,LOW,BRISBANE,-27.5221424,153.0699996,CUSTOMER
500004,SAVINGS,"Turner, Alyssa",Alyssa,Turner,1970-03-19T00:00:00,2018-06-22T00:00:00,LOW,BRISBANE,-27.511147899999997,153.02974227586236,CUSTOMER
500005,BUSINESS,"Frank, Andre",Andre,Frank,1990-01-04T00:00:00,2016-01-10T00:00:00,LOW,BRISBANE,-27.49974695,153.00059328328405,CUSTOMER
500006,CREDIT,"Dennis, Thomas",Thomas,Dennis,1988-06-25T00:00:00,2018-04-29T00:00:00,LOW,BRISBANE,-27.4220048,153.0175356,CUSTOMER
500007,CREDIT,"Wagner, Nicole",Nicole,Wagner,1992-07-22T00:00:00,2016-08-15T00:00:00,MEDIUM,BRISBANE,-27.49993290407126,153.02311178645445,CUSTOMER
500008,SAVINGS,"Phelps, Kevin",Kevin,Phelps,1986-01-24T00:00:00,2018-07-27T00:00:00,LOW,BRISBANE,-27.455672200000002,153.02916490337276,CUSTOMER
500009,SAVINGS,"Contreras, Cynthia",Cynthia,Contreras,1965-05-27T00:00:00,2016-08-02T00:00:00,LOW,BRISBANE,-27.532645199999997,153.00753831250208,CUSTOMER
500010,SAVINGS,"Campbell, Tracy",Tracy,Campbell,1970-09-11T00:00:00,2018-09-13T00:00:00,LOW,BRISBANE,-27.4187171,153.0412309,CUSTOMER
500011,SAVINGS,"Serrano, Kenneth",Kenneth,Serrano,1959-01-26T00:00:00,2017-06-13T00:00:00,LOW,BRISBANE,-27.4818556,152.9546239,CUSTOMER
500012,SAVINGS,"Martin, Stephanie",Stephanie,Martin,1980-08-26T00:00:00,2016-12-21T00:00:00,LOW,BRISBANE,-27.51064625,153.00755017441017,CUSTOMER
500013,SAVINGS,"Pierce, Devin",Devin,Pierce,1980-08-05T00:00:00,2017-07-02T00:00:00,LOW,BRISBANE,-27.4510805,152.9574647,CUSTOMER
500014,BUSINESS,"Cochran, Melissa",Melissa,Cochran,1964-04-29T00:00:00,2016-08-06T00:00:00,LOW,BRISBANE,-27.5157759,153.0754813,CUSTOMER
500015,SAVINGS,"Juarez, Paula",Paula,Juarez,1984-01-06T00:00:00,2018-01-26T00:00:00,LOW,BRISBANE,-27.474076956040083,152.9759379857224,CUSTOMER
500016,SAVINGS,"Taylor, Brittany",Brittany,Taylor,1969-09-28T00:00:00,2017-04-21T00:00:00,MEDIUM,BRISBANE,-27.51664733621377,152.99953846101653,CUSTOMER
500017,CREDIT,"Nicholson, Marilyn",Marilyn,Nicholson,1962-02-02T00:00:00,2019-10-26T00:00:00,LOW,BRISBANE,-27.4660204,152.9866188,CUSTOMER
500018,SAVINGS,"Boyle, Kevin",Kevin,Boyle,1971-09-27T00:00:00,2017-04-29T00:00:00,LOW,BRISBANE,-27.4722117,153.0472331,CUSTOMER
500019,BUSINESS,"Foster, Alan",Alan,Foster,1977-02-11T00:00:00,2019-12-23T00:00:00,LOW,BRISBANE,-27.5279583,153.0778648,CUSTOMER
500020,MAXI-SAVER,"Casey, Laura",Laura,Casey,1967-07-01T00:00:00,2019-10-18T00:00:00,LOW,BRISBANE,-27.479998,153.0942496,CUSTOMER
500021,SAVINGS,"Lopez, Derrick",Derrick,Lopez,1959-08-11T00:00:00,2015-12-19T00:00:00,LOW,BRISBANE,-27.5381012,152.988307,CUSTOMER
500022,SAVINGS,"Hernandez, Kevin",Kevin,Hernandez,1977-05-19T00:00:00,2015-06-25T00:00:00,LOW,BRISBANE,-27.4130379,152.9869786,CUSTOMER
500023,SAVINGS,"Kelly, Brent",Brent,Kelly,1984-10-17T00:00:00,2016-01-12T00:00:00,MEDIUM,BRISBANE,-27.4469391,152.9742882,CUSTOMER
500024,SAVINGS,"Berry, Jane",Jane,Berry,1965-08-25T00:00:00,2019-08-18T00:00:00,LOW,BRISBANE,-27.47297705,153.0381754455468,CUSTOMER
500025,SAVINGS,"King, Vickie",Vickie,King,1960-08-07T00:00:00,2018-10-23T00:00:00,MEDIUM,BRISBANE,-27.44438825,153.013387575503,CUSTOMER
500026,SAVINGS,"Turner, Sarah",Sarah,Turner,1975-06-29T00:00:00,2019-09-23T00:00:00,LOW,BRISBANE,-27.4093122,153.0431518,CUSTOMER
500027,BUSINESS,"Espinoza, Bailey",Bailey,Espinoza,1989-08-12T00:00:00,2018-08-26T00:00:00,LOW,BRISBANE,-27.5034613,152.9815807,CUSTOMER
500028,SAVINGS,"Johnson, Sara",Sara,Johnson,1970-05-03T00:00:00,2015-05-11T00:00:00,LOW,BRISBANE,-27.4040126,152.9824924,CUSTOMER
500029,SAVINGS,"Rojas, Jessica",Jessica,Rojas,1973-12-31T00:00:00,2016-08-01T00:00:00,LOW,BRISBANE,-27.4510447,153.0112797,CUSTOMER
500030,CREDIT,"Nguyen, Jimmy",Jimmy,Nguyen,1988-05-20T00:00:00,2015-05-19T00:00:00,LOW,BRISBANE,-27.4879932,153.0338565,CUSTOMER
500031,SAVINGS,"Moore, Roger",Roger,Moore,1980-02-23T00:00:00,2018-11-05T00:00:00,LOW,BRISBANE,-27.40566592178462,153.1015786018129,CUSTOMER
500032,SAVINGS,"Ramirez, Catherine",Catherine,Ramirez,1962-10-28T00:00:00,2015-05-10T00:00:00,LOW,BRISBANE,-27.4915224,153.0346458,CUSTOMER
500033,SAVINGS,"Martinez, Jean",Jean,Martinez,1970-02-19T00:00:00,2018-05-03T00:00:00,LOW,BRISBANE,-27.5186006,152.9567773,CUSTOMER
500034,CREDIT,"Welch, Eric",Eric,Welch,1984-03-21T00:00:00,2018-01-16T00:00:00,LOW,BRISBANE,-27.4405496,153.0101955,CUSTOMER
500035,BUSINESS,"Harmon, Joseph",Joseph,Harmon,1972-06-28T00:00:00,2019-09-08T00:00:00,MEDIUM,BRISBANE,-27.477632149999998,153.0224632831128,CUSTOMER
500036,SAVINGS,"Miller, Rachel",Rachel,Miller,1974-11-25T00:00:00,2020-02-04T00:00:00,MEDIUM,BRISBANE,-27.5427701,153.0342433,CUSTOMER
500037,BUSINESS,"Wilson, Sarah",Sarah,Wilson,1964-03-03T00:00:00,2018-11-07T00:00:00,LOW,BRISBANE,-27.5359429,152.977152,CUSTOMER
500038,CREDIT,"Andrews, Colleen",Colleen,Andrews,1982-04-17T00:00:00,2016-03-28T00:00:00,MEDIUM,BRISBANE,-27.489725550000003,153.017804,CUSTOMER
500039,CREDIT,"Townsend, Christy",Christy,Townsend,1965-06-12T00:00:00,2016-08-06T00:00:00,LOW,BRISBANE,-27.47711685,152.9903494256152,CUSTOMER
500040,MAXI-SAVER,"Davidson, Willie",Willie,Davidson,1990-01-04T00:00:00,2019-12-13T00:00:00,LOW,BRISBANE,-27.473432384010884,152.98108021026428,CUSTOMER
500041,CREDIT,"Moran, Deborah",Deborah,Moran,1991-03-26T00:00:00,2016-11-09T00:00:00,MEDIUM,BRISBANE,-27.480371893135633,152.96874044448532,CUSTOMER
500083,BUSINESS,"Good, William",William,Good,1978-07-15T00:00:00,2017-05-20T00:00:00,LOW,BRISBANE,-27.4116591,152.9713486,CUSTOMER
500084,SAVINGS,"Rubio, Craig",Craig,Rubio,1971-08-31T00:00:00,2019-07-29T00:00:00,LOW,BRISBANE,-27.3985167,153.0500691,CUSTOMER
500085,SAVINGS,"Adams, Rick",Rick,Adams,1979-07-18T00:00:00,2018-11-22T00:00:00,LOW,BRISBANE,-27.45005775,153.04033178155018,CUSTOMER
500086,SAVINGS,"Johnson, Marc",Marc,Johnson,1960-06-27T00:00:00,2018-10-29T00:00:00,LOW,BRISBANE,-27.5411269,153.1010929,CUSTOMER
500087,SAVINGS,"Ramirez, Frank",Frank,Ramirez,1979-07-07T00:00:00,2015-12-04T00:00:00,LOW,BRISBANE,-27.5282346,153.0534271,CUSTOMER
500088,SAVINGS,"Thomas, Kevin",Kevin,Thomas,1977-10-06T00:00:00,2016-08-01T00:00:00,LOW,BRISBANE,-27.46776415119165,152.9679611531124,CUSTOMER
500089,MAXI-SAVER,"Anderson, Derek",Derek,Anderson,1967-12-29T00:00:00,2017-10-16T00:00:00,LOW,BRISBANE,-27.4851033,153.0490309,CUSTOMER
500090,CREDIT,"Rowe, Carol",Carol,Rowe,1965-08-31T00:00:00,2018-08-13T00:00:00,LOW,BRISBANE,-27.393007859197937,153.09426370138144,CUSTOMER
500091,SAVINGS,"Davila, Alex",Alex,Davila,1959-01-08T00:00:00,2018-12-08T00:00:00,LOW,BRISBANE,-27.429013432773516,153.0762063392035,CUSTOMER
500092,SAVINGS,"Baker, Brian",Brian,Baker,1972-02-09T00:00:00,2018-08-11T00:00:00,LOW,BRISBANE,-27.4236423,153.0463957,CUSTOMER
500093,SAVINGS,"Dodson, Haley",Haley,Dodson,1957-05-24T00:00:00,2015-02-22T00:00:00,LOW,BRISBANE,-27.5216274,153.0653576,CUSTOMER
500094,CREDIT,"Gray, Jason",Jason,Gray,1958-01-14T00:00:00,2016-04-10T00:00:00,LOW,BRISBANE,-27.4628048,152.9787861,CUSTOMER
500095,MAXI-SAVER,"Norman, Donald",Donald,Norman,1978-08-13T00:00:00,2015-10-23T00:00:00,LOW,BRISBANE,-27.5060017,153.0439388,CUSTOMER
500096,BUSINESS,"Cordova, Richard",Richard,Cordova,1975-08-14T00:00:00,2018-04-10T00:00:00,MEDIUM,BRISBANE,-27.43022135,152.96647983567703,CUSTOMER
500097,SAVINGS,"Ashley, Melissa",Melissa,Ashley,1962-11-23T00:00:00,2016-02-18T00:00:00,LOW,BRISBANE,-27.4870124,153.0075333,CUSTOMER
500098,SAVINGS,"Jackson, Brenda",Brenda,Jackson,1991-08-04T00:00:00,2018-02-04T00:00:00,LOW,BRISBANE,-27.49958895,152.97280213053799,CUSTOMER
500099,SAVINGS,"Reilly, Matthew",Matthew,Reilly,1978-07-17T00:00:00,2015-10-20T00:00:00,LOW,BRISBANE,-27.5025369,153.0258105,CUSTOMER
500100,SAVINGS,"Rogers, Lisa",Lisa,Rogers,1989-10-09T00:00:00,2014-12-18T00:00:00,HIGH,BRISBANE,-27.4369325,152.9894499,CUSTOMER
500101,SAVINGS,"Dunn, Edward",Edward,Dunn,1981-11-19T00:00:00,2018-06-16T00:00:00,LOW,BRISBANE,-27.451629,152.9585783,CUSTOMER
500102,MAXI-SAVER,"Mercado, Chelsea",Chelsea,Mercado,1969-09-25T00:00:00,2018-03-27T00:00:00,MEDIUM,BRISBANE,-27.47245755,153.02095996712572,CUSTOMER
500103,SAVINGS,"Johnson, Laura",Laura,Johnson,1986-02-09T00:00:00,2019-02-03T00:00:00,LOW,BRISBANE,-27.53695565,153.03765935856296,CUSTOMER
500104,SAVINGS,"Kelly, Michael",Michael,Kelly,1981-12-24T00:00:00,2015-03-05T00:00:00,LOW,BRISBANE,-27.49030055,153.01459610762987,CUSTOMER
500105,MAXI-SAVER,"Greene, Adam",Adam,Greene,1980-08-29T00:00:00,2015-04-21T00:00:00,LOW,BRISBANE,-27.4007101,152.9829078,CUSTOMER
500106,CREDIT,"Salinas, Nathaniel",Nathaniel,Salinas,1978-05-15T00:00:00,2019-02-20T00:00:00,MEDIUM,BRISBANE,-27.5405173,153.0108215,CUSTOMER
500107,SAVINGS,"Carter, Matthew",Matthew,Carter,1986-11-08T00:00:00,2019-04-10T00:00:00,LOW,BRISBANE,-27.4416815,153.09143213828094,CUSTOMER
500108,SAVINGS,"Chang, Victoria",Victoria,Chang,1972-01-08T00:00:00,2020-02-15T00:00:00,LOW,BRISBANE,-27.5028544,153.10199115,CUSTOMER
500109,MAXI-SAVER,"Potts, Megan",Megan,Potts,1963-12-23T00:00:00,2017-05-12T00:00:00,LOW,BRISBANE,-27.520943,152.9560497,CUSTOMER
500110,SAVINGS,"Burns, Tyrone",Tyrone,Burns,1974-08-27T00:00:00,2014-09-07T00:00:00,HIGH,BRISBANE,-27.433087450000002,153.07979063640659,CUSTOMER
500111,SAVINGS,"Smith, Michael",Michael,Smith,1979-06-14T00:00:00,2016-01-11T00:00:00,LOW,BRISBANE,-27.408901649999997,153.0612973478809,CUSTOMER
500112,SAVINGS,"Lopez, Michael",Michael,Lopez,1965-03-13T00:00:00,2020-02-19T00:00:00,LOW,BRISBANE,-27.5267045,152.9634911,CUSTOMER
500113,SAVINGS,"Walsh, Steven",Steven,Walsh,1957-07-28T00:00:00,2016-02-07T00:00:00,LOW,BRISBANE,-27.4768743,153.02793165290507,CUSTOMER
500114,SAVINGS,"Fletcher, Timothy",Timothy,Fletcher,1978-07-20T00:00:00,2016-12-12T00:00:00,LOW,BRISBANE,-27.4380382,153.0129778,CUSTOMER
500115,MAXI-SAVER,"Johnson, Michael",Michael,Johnson,1982-07-26T00:00:00,2015-07-09T00:00:00,LOW,BRISBANE,-27.468101,153.034054,CUSTOMER
500116,MAXI-SAVER,"Maddox, Alan",Alan,Maddox,1978-12-18T00:00:00,2019-03-17T00:00:00,MEDIUM,BRISBANE,-27.5344813,153.1006612,CUSTOMER
500117,BUSINESS,"Medina, Brandon",Brandon,Medina,1984-10-28T00:00:00,2015-01-08T00:00:00,LOW,BRISBANE,-27.43962145,153.03591799206038,CUSTOMER
500118,SAVINGS,"Owen, Linda",Linda,Owen,1979-06-15T00:00:00,2016-12-10T00:00:00,LOW,BRISBANE,-27.5060699,153.024741,CUSTOMER
500119,MAXI-SAVER,"Gill, Edward",Edward,Gill,1984-02-05T00:00:00,2014-09-21T00:00:00,LOW,BRISBANE,-27.4004423,153.0423868,CUSTOMER
500120,SAVINGS,"Thomas, Diana",Diana,Thomas,1978-04-17T00:00:00,2018-09-21T00:00:00,LOW,BRISBANE,-27.5255534,153.0097314,CUSTOMER
500121,MAXI-SAVER,"Norris, Jon",Jon,Norris,1972-10-12T00:00:00,2019-10-26T00:00:00,LOW,BRISBANE,-27.4217524,153.0335348,CUSTOMER
500122,CREDIT,"Beltran, Yvonne",Yvonne,Beltran,1978-01-02T00:00:00,2018-02-24T00:00:00,LOW,BRISBANE,-27.4936092,153.0582771,CUSTOMER
500123,BUSINESS,"Cunningham, Dorothy",Dorothy,Cunningham,1981-05-02T00:00:00,2017-09-10T00:00:00,LOW,BRISBANE,-27.5411008,153.0201406,CUSTOMER
500124,SAVINGS,"Higgins, Jason",Jason,Higgins,1957-03-15T00:00:00,2017-07-06T00:00:00,LOW,BRISBANE,-27.502194,152.9647114,CUSTOMER
